Timestamp, Time Taken to Partition(ms)
28/10/2024 11:16,8.8012
28/10/2024 11:16,6.8275
28/10/2024 11:16,8.1236
28/10/2024 11:16,7.4401
28/10/2024 11:16,9.4254
28/10/2024 11:16,6.2961
28/10/2024 11:16,6.5578
28/10/2024 11:16,6.9709
28/10/2024 11:16,7.0123
28/10/2024 11:16,6.4024
28/10/2024 11:16,7.1965
28/10/2024 11:16,6.6464
28/10/2024 11:16,6.7825
28/10/2024 11:16,7.3349
28/10/2024 11:16,7.0134
28/10/2024 11:16,7.3302
28/10/2024 11:16,7.4257
28/10/2024 11:16,7.4059
28/10/2024 11:16,7.0349
28/10/2024 11:16,7.1065
28/10/2024 11:16,6.9753
28/10/2024 11:16,7.1601
28/10/2024 11:16,8.7038
28/10/2024 11:16,7.4623
28/10/2024 11:16,9.5891
28/10/2024 11:16,11.3362
28/10/2024 11:16,10.5487
28/10/2024 11:16,7.7818
28/10/2024 11:16,7.5684
28/10/2024 11:16,7.511
28/10/2024 11:16,7.4598
28/10/2024 11:16,7.866
28/10/2024 11:16,7.7872
28/10/2024 11:16,8.4695
28/10/2024 11:16,8.4254
28/10/2024 11:16,8.1626
28/10/2024 11:16,8.1054
28/10/2024 11:16,7.4991
28/10/2024 11:16,8.4655
28/10/2024 11:16,8.6223
28/10/2024 11:16,10.0428
28/10/2024 11:16,9.9462
28/10/2024 11:16,8.5206
28/10/2024 11:16,8.8076
28/10/2024 11:16,7.8792
28/10/2024 11:16,8.4075
28/10/2024 11:16,8.6955
28/10/2024 11:16,9.2259
28/10/2024 11:16,9.9073
28/10/2024 11:16,8.4592
28/10/2024 11:16,9.9858
28/10/2024 11:16,10.7997
28/10/2024 11:16,8.6218
28/10/2024 11:16,8.7131
28/10/2024 11:16,8.8425
28/10/2024 11:16,9.7013
28/10/2024 11:16,11.734
28/10/2024 11:16,9.1375
28/10/2024 11:16,9.5378
28/10/2024 11:16,11.1673
28/10/2024 11:16,15.3356
28/10/2024 11:16,15.8508
28/10/2024 11:16,12.3021
28/10/2024 11:16,15.144
28/10/2024 11:16,11.6091
28/10/2024 11:16,13.3332
28/10/2024 11:16,15.0602
28/10/2024 11:16,14.499
28/10/2024 11:16,11.1392
